"gamma","r.x.v","LW","LS","W","S","GFIC","J10","J5","BIC","HQ","AIC"
0.015,0.02,0.0390596212496112,0.0332134592827977,0.0324287272808907,0.030080273379765,0.0337746888200744,0.0319087850598394,0.0313089793313534,0.0321404884472908,0.0322571275658582,0.033362993834378
0.015,0.025,0.0405519608728649,0.0338730243968035,0.0335715825665569,0.0311410599973564,0.0352164260400174,0.0326208343755345,0.0318543418737415,0.0332862383900877,0.0334415249524438,0.0349627796800635
0.015,0.03,0.0400375450996574,0.0356545878591793,0.0330144061438263,0.0321822270826045,0.0351085608147537,0.0331734394171544,0.0326753926971316,0.0347287373915762,0.0346993887807263,0.0358692669106693
0.015,0.035,0.0400810258257222,0.0371079143266704,0.0321963119106643,0.0334299533991548,0.035775864492965,0.0347323005925001,0.0341022850928639,0.0359753135404481,0.0360909156842056,0.0371143964951449
0.015,0.04,0.0388253083344128,0.0380919962975123,0.0319057154368567,0.034595061257948,0.0350043967612258,0.0354263614434125,0.0350416854466609,0.0375340260874341,0.0376182448872177,0.038235280375151
0.015,0.045,0.0385985826208269,0.0399616044137413,0.0318606771707852,0.0362113776924996,0.0353117502206373,0.0368558067012303,0.0364512520756973,0.0388500714155719,0.0389454501019906,0.0393880641622247
0.015,0.05,0.0388108850228334,0.0418323862026354,0.0322135667839132,0.0379018292711593,0.0361172510344806,0.038149726698272,0.0381286220957638,0.0410441695044998,0.0410370697011208,0.0408808149898157
0.015,0.055,0.0384863421405627,0.0445118258489586,0.032503260002344,0.0411261428704528,0.0368090241798973,0.0408304583704346,0.041048657669456,0.0435714863215184,0.0435149498289432,0.0426097636839969
0.015,0.06,0.0394545220113245,0.0459761899684267,0.0323255637498559,0.0421317652140898,0.037052840048773,0.0423163903019816,0.042134861387174,0.0451160944193723,0.0451307171540691,0.0446696142959227
0.015,0.065,0.0402711329852909,0.0486571824665364,0.0321409757009647,0.0441407297760893,0.0384144024485452,0.0437678641699622,0.0439795947692782,0.0476906795229171,0.0479119934257843,0.0471420628899751
0.015,0.07,0.0385304605840564,0.0504088639923986,0.0322350329052118,0.046027063201254,0.0376544625143763,0.0452674132343788,0.0458826233636264,0.0492168080662892,0.0495130213744344,0.0479846760873339
0.015,0.075,0.0394496128586272,0.0532568323161867,0.0326522623081253,0.0487769738782163,0.0388215850837933,0.0469599378621163,0.0476335013400676,0.0522169871149269,0.0522176166173463,0.0495001037705061
0.015,0.08,0.0379060824380975,0.055062033858292,0.0324981700342663,0.050363043161229,0.037752143450074,0.0481149115119551,0.0489278221115977,0.0540836989593278,0.0536689214117203,0.0507927002226106
0.015,0.085,0.0394274954603459,0.0578836250124938,0.0327720990030888,0.0526426775087433,0.0392569068919258,0.0491456251670387,0.0503918360068631,0.0566000605329491,0.0562941204111203,0.0523651093953243
0.015,0.09,0.0385290422932468,0.0583877025501802,0.0319781735643998,0.0534312780173439,0.0388348702061001,0.0496005646008334,0.0510927677462026,0.0574930558655485,0.0571973984616755,0.0527659698901378
